order_item_id,order_id,product_id,quantity,selling_price,discount_percent
163,58,267,1,6718.19,8.23
164,59,46,1,3322.84,7.9
165,59,1378,1,6659.62,8.39
166,60,2000,5,5152.15,2.97
167,60,1121,2,3436.41,6.49
168,60,859,4,2960.27,14.22
169,60,1769,1,4767.51,17.65
170,60,224,3,3355.53,6.7
171,61,1519,2,5560.08,28.04
172,61,355,1,204.01,24.32
173,61,1102,1,3792.51,19.7
174,62,1629,1,3029.37,8.5
175,62,1106,5,5137.42,3.98
176,62,40,4,1935.54,12.59
177,63,840,3,7220.67,16.03
178,63,545,1,4284.53,4.9
179,64,1206,5,3330.94,5.49
180,64,1322,1,383.64,29.66
181,64,1171,1,562.39,11.82
182,65,755,1,8490.63,13.89
183,65,1008,4,6223.62,22.67
184,65,327,2,4134.57,6.27
185,65,1402,4,1685.63,12.56
186,66,1274,5,1829.75,19.72
187,66,1296,4,4473.89,23.96
188,66,16,2,2190.7,0.57
189,66,785,5,1147.34,1.41
190,67,657,2,3581.17,28.85
191,68,78,5,845.87,1.01
192,68,76,4,4939.12,10.85
193,68,1422,5,591.87,18.25
194,69,1699,5,1973.97,27.01
195,69,1817,2,5261.32,5.2
196,70,1973,1,3126.75,29.64
197,70,1300,3,5097.24,27.02
198,70,483,3,376.23,7.43
199,70,1192,4,3923.02,7.34
200,70,452,1,4874.8,18.21
201,71,1465,4,6343.51,1.85
202,71,245,5,7779.17,14.29
203,71,1096,1,747.04,19.22
204,71,1125,4,5274.36,1.98
205,72,1341,5,1235.38,28.87
206,72,547,1,1052.41,25.57
207,72,698,4,4971.19,20.31
208,72,541,2,4581.9,24.32
209,73,72,4,3182.64,27.72
210,73,1050,3,5915.8,13.87
211,74,1908,1,3499.12,25.32
212,74,1804,4,5247.12,16.71
213,74,858,4,5671.94,3.37
214,74,1695,2,2484.67,27.97
215,75,1820,2,6744.42,2.5
216,75,945,3,5087.95,17.94
217,75,23,5,6354.68,29.22
218,75,1413,1,5753.14,4.67
219,75,221,5,2085.49,5.13
220,76,1773,4,7440.55,22.55
221,77,483,3,382.04,25.52
222,77,1996,1,2169.18,5.15
223,78,151,2,1628.62,2.14
224,79,1295,5,5461.3,4.46
225,80,1792,5,5260.65,13.76
226,80,1519,5,5854.5,26.15
227,80,1898,2,7731.48,7.34
228,80,305,5,557.65,29.17
229,80,1362,1,1343.86,0.37
230,81,349,5,4235.12,4.89
231,81,290,3,4105.86,11.68
232,82,268,3,381.54,28.77
233,82,1521,5,6339.45,0.65
234,83,1639,5,1610.8,15.11
235,83,323,3,3178.26,13.03
236,83,52,2,2292.25,25.93
237,84,950,4,2700.07,18.2
238,84,45,3,3409.98,1.41
239,85,382,1,5351.17,27.36
240,85,1585,4,2331.67,29.9
241,85,272,4,7107.32,24.61
242,85,1267,4,4153.14,22.04
243,85,679,2,469.02,5.68
244,86,594,3,2587.02,8.0
245,86,154,2,5113.56,8.0
246,86,1256,1,7187.45,25.71
247,86,1099,3,2449.36,5.95
248,87,843,3,1238.53,28.93
249,88,241,2,2837.12,15.55
250,88,1559,5,192.19,5.31
251,89,1247,1,391.17,28.19
252,89,1990,3,1337.85,7.14
253,89,1376,5,5323.99,8.17
254,89,445,2,1995.89,11.43
255,90,854,2,6222.96,5.47
256,91,1928,5,4768.77,20.07
257,92,1403,2,3693.03,19.08
258,92,1260,3,444.02,23.17
259,93,729,2,1631.57,19.68
260,93,122,3,3495.08,20.48
261,93,414,5,1486.31,15.32
262,94,1321,4,5924.87,21.72
263,95,247,5,1443.57,21.05
264,95,468,5,709.13,21.52
265,96,1663,2,544.36,0.26
266,97,1798,4,3356.49,16.77
267,97,1141,4,5702.92,3.08
268,98,1512,1,5192.61,14.67
269,98,1458,2,5698.57,18.99
270,98,1579,2,2466.31,5.5
271,98,1857,1,4792.83,20.11
272,99,1204,1,184.36,3.28
273,99,1146,1,5198.42,28.51
274,100,1815,2,6538.79,28.76
275,100,8,2,6642.67,16.32
276,100,1888,5,6044.59,3.15
277,100,235,3,442.08,15.11
278,100,1726,2,7233.23,8.56
279,101,1636,1,2816.0,27.16
280,102,1508,3,1860.84,17.84
281,102,1890,3,5432.95,6.66
282,103,102,5,2882.72,17.43
283,103,650,3,2142.04,28.34
284,103,1885,1,945.04,19.86
285,103,1937,2,2666.02,6.8
286,104,1427,3,3213.19,27.45
287,105,640,3,5462.18,12.16
288,105,372,3,1483.28,29.93
289,105,1892,4,5079.57,9.36
290,106,1227,3,8132.26,4.61
291,106,1837,1,5042.45,0.69
292,107,1528,3,4354.88,29.57
293,108,1973,1,3020.13,1.82
294,109,1490,1,8963.83,13.77
295,109,93,3,5897.08,0.33
296,109,560,1,8285.68,27.17
297,109,1262,2,554.23,0.94
298,110,760,3,2113.71,6.15
299,111,1024,3,3215.51,3.63
300,111,1127,1,507.29,28.12
301,111,513,2,2578.48,19.17
302,112,742,1,6575.98,13.25
303,113,1162,5,1942.56,6.71
304,113,1188,5,6050.63,21.55
305,114,1688,4,719.82,21.48
306,114,793,5,4277.96,25.05
307,114,1069,1,1386.2,21.72
308,115,795,1,1420.58,5.96
309,115,807,2,4977.49,18.99
310,116,1179,1,3315.9,29.17
311,117,1439,5,7868.61,6.87
312,117,1214,3,4375.85,7.99
313,118,687,3,5076.17,18.96
314,119,1405,2,3098.47,5.46
315,119,43,1,7693.8,25.84
316,120,1589,2,4304.14,25.15
317,120,195,1,5421.13,23.36
318,120,613,3,7000.1,12.56
319,120,78,4,872.83,18.04
320,121,1988,5,289.4,20.53
321,121,323,5,3152.81,28.19
322,121,447,2,619.69,21.43
323,121,1317,5,5817.18,26.98
324,121,1067,3,1157.62,23.21
325,122,1554,5,4296.92,9.21
326,122,1344,4,2990.67,10.69
327,122,727,3,7722.37,0.88
328,123,1442,1,5737.25,6.63
329,123,1530,3,2691.23,1.94
330,124,152,2,5561.67,3.89
331,124,620,5,6888.68,14.51
332,125,156,4,2616.1,23.1
333,125,1939,1,2386.9,5.56
334,125,1888,4,5617.25,27.13
335,126,1585,2,2056.06,10.9
336,126,371,4,2437.33,9.05
337,126,663,5,2007.34,22.12
338,126,7,1,3058.82,27.68
339,127,1989,4,3546.34,3.08
340,127,868,1,1307.61,24.46
341,127,993,3,5119.68,27.19
342,128,624,5,5252.96,12.13
343,128,1321,3,5107.82,15.91
344,128,669,1,1723.02,25.83
345,129,1883,1,3565.05,5.84
346,129,822,1,1061.06,14.35
347,129,125,3,2875.85,13.96
348,129,125,2,2970.78,3.14
349,129,1543,1,150.54,22.86
350,130,1310,2,4328.23,28.32
351,130,934,1,5250.69,5.93
352,130,1678,4,6896.75,27.52
353,131,890,2,2805.55,21.09
354,132,1269,5,7622.24,22.83
355,132,1197,3,1999.88,20.14
356,132,878,1,3275.58,19.05
357,132,695,3,5079.69,21.52
358,133,1662,1,4446.37,22.59
359,133,546,2,1432.91,9.41
360,133,121,5,5412.14,11.29
361,133,1307,1,3987.07,26.73
362,133,1394,4,4801.65,23.21
363,134,781,2,1454.54,29.57
364,135,14,1,3208.28,10.53
365,135,1330,2,7211.45,1.3
366,136,416,3,998.71,24.92
367,136,776,5,5208.02,22.46
368,137,1496,2,6404.61,8.68
369,137,832,2,1589.95,12.35
370,137,836,5,3376.73,24.81
371,137,562,1,6368.89,27.8
372,137,231,5,1559.71,14.49
373,138,783,2,1238.44,18.77
374,139,1112,5,3579.51,27.16
375,139,846,1,421.54,0.43
376,139,1546,2,6167.7,0.65
377,139,1278,1,3829.89,4.09
378,140,638,2,707.48,23.25
379,140,1431,5,3047.16,4.27
380,140,68,3,4664.45,26.21
381,140,1845,1,477.72,7.83
382,140,575,2,7767.52,5.92
383,141,1432,2,4094.1,14.7
384,142,1429,2,4148.2,13.55
385,142,337,2,3506.2,1.58
386,143,1474,3,2223.72,26.54
387,143,4,5,4558.07,6.88
388,143,772,5,450.88,16.21
389,143,854,5,5371.21,16.51
390,143,441,1,3162.34,12.28
391,144,1408,5,1986.17,21.82
392,144,1484,5,6508.65,15.25
393,144,986,3,3951.77,12.46
394,144,1806,4,6697.2,2.41
395,145,373,5,4483.56,5.79
396,145,561,3,846.97,0.63
397,145,515,4,3793.88,5.16
398,146,1489,1,408.52,22.07
399,146,396,5,9086.8,8.55
400,147,596,5,7626.63,22.71
401,148,1319,1,1447.62,15.84
402,149,653,4,4061.57,28.91
403,149,809,2,4875.37,22.98
404,150,1525,5,4470.64,11.02
405,150,1719,2,2923.67,4.28
406,150,812,5,6652.21,10.84
407,150,1231,1,4527.7,8.46
408,151,423,1,120.29,25.69
409,151,635,4,3671.3,6.46
410,151,1874,4,3629.72,17.84
411,151,1029,2,4858.88,25.47
412,151,972,4,2352.33,29.82
413,152,1050,5,6343.25,18.55
414,152,1,1,5010.79,4.41
415,152,1806,5,6945.33,2.65
416,152,1798,5,2898.52,24.75
417,153,1242,3,4487.12,0.78
418,153,356,1,1303.03,1.12
419,154,1805,4,5136.12,3.06
420,154,297,5,4366.23,21.56
421,154,448,3,4923.08,19.51
422,155,1582,1,2167.72,29.75
423,155,1639,1,1652.67,9.26
424,155,1154,3,5021.25,21.47
425,155,1764,2,5693.62,5.29
426,155,538,5,5327.32,2.98
427,156,1140,1,491.2,13.75
428,156,808,5,7460.11,16.95
429,156,321,3,772.75,20.99
430,156,609,4,3582.35,29.36
431,156,986,2,3547.89,25.98
432,157,1913,5,5280.62,10.91
433,157,116,3,6347.3,7.87
434,157,1631,2,1512.95,2.59
435,157,1821,5,3662.21,25.36
436,157,806,2,2241.8,23.84
437,158,739,5,4481.25,14.39
438,158,4,1,4974.67,27.98
439,158,127,4,327.68,7.19
440,158,1942,4,1067.26,29.95
441,158,1592,1,9145.55,0.22
442,159,410,2,887.05,15.62
443,159,1418,5,4619.09,20.03
444,159,1073,3,4138.79,26.01
445,159,1416,4,2331.22,25.96
446,159,771,4,3099.29,2.01
447,160,1177,1,2625.03,3.53
448,160,1433,1,4541.4,7.03
449,160,329,1,5212.88,29.03
450,160,1281,3,5745.79,19.28
451,160,132,5,4607.88,6.15
452,161,804,1,2465.02,26.45
453,161,932,4,6101.31,10.98
454,161,1607,1,5360.21,21.86
455,161,744,4,4040.32,12.82
456,161,55,3,2918.9,14.89
457,162,110,1,5698.54,28.98
458,162,390,5,7506.19,15.99
459,162,1181,4,5378.97,13.82
460,162,147,5,4027.51,26.81
461,162,512,5,201.69,3.53
462,163,113,3,6799.76,8.81
463,163,771,5,3203.13,29.22
464,163,530,4,6607.08,13.68
465,163,1159,2,7012.5,17.43
466,164,1221,3,3264.6,6.78
467,164,507,3,7741.76,17.69
468,164,728,3,5639.66,18.96
469,164,61,3,2595.09,9.9
470,165,634,2,579.6,8.56
471,166,1680,1,6497.48,12.55
472,166,840,3,7031.35,26.68
473,167,1584,5,3563.8,5.95
474,167,1356,3,3972.94,17.36
475,167,1696,1,2174.09,14.62
476,167,1701,5,4515.3,6.37
477,167,778,2,1187.55,0.7
478,168,690,5,2806.24,14.27
479,168,1159,1,6958.84,11.13
480,168,658,2,3738.76,15.87
481,168,400,4,261.66,6.41
482,168,1441,1,982.46,23.01
483,169,290,4,4114.16,28.25
484,169,881,1,1775.42,3.86
485,169,103,3,1571.12,9.98
486,169,1111,2,2639.7,19.46
487,170,1635,4,8027.86,20.38
488,171,1166,5,2656.93,8.81
489,171,1417,5,3811.54,23.8
490,171,114,1,3978.8,18.54
491,171,1068,5,779.32,11.55
492,171,372,5,1312.37,22.67
493,172,922,3,535.36,19.64
494,172,754,4,3606.43,1.16
495,172,1627,2,1205.57,5.37
496,172,701,4,1497.72,8.96
497,173,710,3,4729.66,3.53
498,173,797,1,162.44,26.65
499,174,1007,4,1654.45,18.27
500,174,1819,4,2385.37,23.0
501,174,254,5,3773.4,1.33
502,174,1736,5,1683.51,20.96
503,174,502,3,8121.4,14.03
504,175,711,3,5263.26,12.88
505,176,1282,2,2919.2,8.92
506,176,1472,1,1469.4,2.64
507,177,58,2,355.5,9.11
508,177,1697,5,6249.1,29.85
509,177,1572,1,2519.65,7.76
510,177,117,1,5039.87,18.05
511,177,340,1,3210.25,9.43
512,178,933,1,4655.57,22.46
513,178,1290,5,426.32,11.16
514,179,1340,1,2851.93,11.61
515,180,1051,2,1545.12,26.71
516,181,1950,5,575.18,16.89
517,181,942,2,2331.94,5.95
518,181,264,5,3955.84,20.61
519,181,1307,5,4267.27,20.55
520,181,906,2,6244.33,29.6
521,182,1985,2,1355.14,16.14
522,182,729,1,1600.9,17.88
523,182,1241,2,128.38,2.94
524,183,49,2,3157.79,23.62
525,184,1753,4,2120.27,8.07
526,184,138,2,5589.18,23.54
527,184,1424,3,6913.09,6.18
528,184,1051,5,1505.47,5.35
529,185,2000,5,5444.75,23.57
530,185,236,1,3195.88,9.65
531,185,1415,5,3469.15,2.33
532,185,155,5,5813.42,16.76
533,185,839,4,1983.76,26.26
534,186,1167,5,5002.11,19.64
535,186,1235,1,1135.74,4.66
536,186,229,3,5223.13,2.96
537,186,487,5,6851.39,29.17
538,186,220,1,3922.99,18.95
539,187,1860,2,5053.71,10.21
540,188,1720,5,2191.61,26.39
541,188,941,1,5205.53,6.11
542,188,1271,4,1030.34,21.91
543,188,916,1,5305.7,17.55
544,189,1098,2,2066.03,13.33
545,189,865,2,612.76,18.34
546,189,520,5,3534.4,21.5
547,189,983,3,5542.98,14.1
548,190,1546,4,6114.63,12.5
549,190,339,4,2430.69,20.63
550,190,1452,4,4091.71,16.82
551,191,629,1,6080.53,18.87
552,192,1099,2,2262.71,6.74
553,192,105,1,6694.89,13.32
554,192,806,1,1868.41,24.8
555,192,1778,3,1095.65,6.26
556,192,1787,3,3160.41,23.33
557,193,14,4,3347.17,24.84
558,194,1939,4,2193.84,2.23
559,194,959,2,4486.45,25.02
560,194,1750,2,7067.76,2.36
561,194,1905,1,2482.66,18.69
562,194,1896,3,3164.07,17.32
563,195,1357,1,457.15,3.27
564,195,21,4,4360.23,25.14
565,195,160,4,3173.58,8.67
566,196,170,1,2489.24,0.61
567,197,1567,2,3481.76,24.08
568,197,677,4,553.15,13.7
569,197,1597,2,3791.96,25.69
570,197,652,5,5364.33,23.38
571,198,231,2,1611.19,5.7
572,198,718,5,5120.29,16.34
573,198,301,3,2101.13,15.76
574,198,314,2,5720.79,24.72
575,199,680,4,2632.06,28.1
576,199,1356,2,4270.04,7.11
577,199,169,4,5151.2,23.46
578,199,1522,3,1910.21,4.28
579,199,1093,3,6452.92,26.7
580,200,690,4,2751.26,13.38
581,200,1417,1,4008.76,1.21
582,201,717,4,1685.47,23.89
583,201,1032,5,5742.66,1.3
584,202,625,1,730.06,27.94
585,202,1509,2,543.12,5.34
586,202,198,2,4609.34,11.99
587,203,475,1,6951.84,18.62
588,203,1896,5,3218.53,1.81
589,203,841,5,3916.73,22.82
590,204,1649,4,888.08,4.94
591,205,1766,1,1739.75,26.07
592,206,728,5,6025.63,23.5
593,206,1610,4,6821.55,7.09
594,207,1664,3,4603.25,26.64
595,207,1038,5,3771.66,26.58
596,207,1561,4,4397.83,15.18
597,207,1440,2,606.74,29.36
598,208,216,2,5030.36,27.62
599,208,957,5,1801.99,6.46
600,208,1427,3,2767.67,24.76
601,208,624,1,4652.98,14.11
602,208,1163,5,1637.48,25.87
603,209,1549,3,4445.82,0.14
604,210,1099,5,2523.9,12.13
605,210,227,1,7459.92,24.9
606,210,1493,4,4448.13,12.38
607,210,1435,1,3212.66,8.58
608,210,1598,3,2292.96,0.39
609,211,163,2,4052.61,23.13
610,212,1909,5,4050.89,18.09
611,212,1754,3,7792.88,9.44
612,212,528,3,4219.66,9.48
613,212,1543,5,167.38,3.77
614,213,748,1,983.96,10.94
615,213,302,3,6236.11,0.1
616,213,997,1,2041.18,0.31
617,214,1156,2,4242.89,27.96
618,214,1378,2,5963.59,11.96
619,214,1223,4,5507.86,21.59
620,214,604,5,877.57,8.24
621,214,760,5,2015.46,13.63
622,215,425,3,5720.28,11.24
623,215,1854,3,1652.67,1.44
624,215,512,1,219.83,19.56
625,215,1929,2,6263.1,11.36
626,216,1588,5,7022.31,16.25
627,216,776,1,5247.37,4.1
628,216,1049,3,4726.36,8.07
629,216,858,2,4922.65,19.16
630,217,1635,3,7960.05,27.42
631,217,1694,2,1460.78,22.93
632,218,217,2,3236.97,3.31
633,219,501,2,6240.45,7.26
634,220,1103,5,4213.83,8.96
635,220,836,4,3491.19,12.14
636,220,412,3,6335.29,3.75
637,220,729,2,1843.9,29.88
638,220,1664,1,4298.43,26.87
639,221,1229,1,4244.65,20.97
640,222,67,3,2209.87,1.66
641,222,1555,2,8141.66,26.79
642,222,621,3,3469.24,22.54
643,222,1356,4,4591.69,7.81
644,223,1328,1,2179.4,0.42
645,223,908,1,403.11,19.11
646,224,428,1,5258.4,12.29
647,224,1820,1,6771.86,2.82
648,224,1961,5,1284.28,0.99
649,225,1386,3,6977.56,12.84
650,226,469,5,3877.54,17.38
651,226,289,5,5383.77,29.9
652,226,1946,3,8828.73,22.14
653,226,1262,4,518.04,20.89
654,227,1299,4,4268.97,6.58
655,227,1038,1,3375.1,28.99
656,227,552,1,5486.63,3.14
657,228,1467,2,4584.4,13.31
658,228,732,1,2737.64,12.4
659,228,1382,5,255.81,28.74
660,228,325,1,2381.75,18.31
661,228,51,1,2948.68,27.58
662,229,1976,4,1156.2,29.84
663,229,1572,5,2533.95,18.82
664,229,1565,1,215.41,24.41
665,229,1258,5,3215.29,1.65
666,230,1910,1,649.45,26.45
667,230,482,4,5101.31,19.23
668,231,216,2,5370.09,20.71
669,231,1720,2,2208.39,0.69
670,231,1200,3,6065.39,9.69
671,231,948,1,1990.01,6.2
672,231,234,1,3455.13,17.88
673,232,241,4,2619.65,24.86
674,232,1113,3,4696.58,29.9
675,232,117,4,5210.55,14.06
676,232,812,5,7203.5,29.42
677,233,665,5,4805.19,25.42
678,233,973,1,5687.15,7.28
679,234,815,5,7746.15,21.39
680,234,1798,4,3206.42,26.02
681,235,1610,3,6780.24,15.08
682,236,129,4,2109.98,20.7
683,236,1643,4,2711.28,2.21
684,236,1025,3,2361.82,19.88
685,237,939,4,897.53,16.19
686,237,1250,1,7800.97,22.23
687,237,1890,1,6037.92,12.7
688,237,1534,4,6202.2,2.81
689,238,425,3,5152.1,19.15
690,238,1867,3,2152.41,9.12
691,238,870,5,6001.08,12.35
692,239,1615,4,4943.41,26.97
693,239,843,5,1118.39,23.58
694,239,1671,1,850.49,14.02
695,239,358,5,7402.6,3.57
696,239,1683,1,3430.26,22.9
697,240,1209,4,5817.27,1.25
698,240,1872,5,3899.59,24.63
699,240,88,2,530.2,9.15
700,240,6,2,5181.38,3.03
701,241,730,4,5133.65,25.88
702,241,112,1,4479.47,0.37
703,241,1408,4,2116.68,18.37
704,242,1033,2,2429.65,29.77
705,243,29,5,1635.25,6.93
706,243,312,1,4649.62,5.9
707,243,91,2,5161.5,23.83
708,243,263,2,594.58,19.17
709,244,556,1,887.62,13.53
710,244,478,2,7296.06,7.81
711,244,1859,3,3798.34,18.79
712,245,151,2,1703.77,17.87
713,245,1864,3,2814.32,24.93
714,245,1440,4,615.22,11.1
715,245,175,3,3556.6,8.63
716,245,1162,4,1959.27,11.56
717,246,917,4,3827.79,14.55
718,247,558,2,3932.57,22.13
719,247,1315,5,6615.22,15.81
720,248,1215,4,196.55,20.58
721,248,1714,4,306.2,25.09
722,248,51,3,2888.32,6.96
723,249,1314,5,5947.09,7.15
724,249,108,4,4868.47,6.95
725,249,1518,1,5026.21,25.11
726,249,1244,5,3055.16,24.57
727,250,1535,1,592.07,18.72
728,251,1135,2,8480.93,22.08
729,251,478,2,6975.57,18.73
730,251,1435,4,3287.53,6.89
731,251,537,3,5973.79,12.8
732,252,1426,1,7843.11,11.52
733,253,643,1,1753.25,4.5
734,254,338,4,1377.56,23.12
735,254,777,3,1557.26,6.88
736,255,1474,5,2264.42,11.6
737,255,98,3,5271.73,1.0
738,255,1871,3,2334.61,4.25
739,256,298,4,845.01,14.0
740,256,1232,1,1516.55,24.06
741,256,1027,3,3747.29,15.09
742,257,584,1,4971.1,25.0
743,257,1778,4,1221.89,15.86
744,257,1639,2,1583.09,2.42
745,257,957,5,1537.9,23.02
746,257,1823,4,1388.62,27.81
747,258,733,5,4281.24,29.55
748,258,1947,4,5970.38,15.61
749,258,108,1,4892.21,29.41
750,259,643,1,1727.45,0.25
751,259,863,2,3729.51,11.82
752,259,216,2,5062.67,19.37
753,259,374,3,2092.39,24.65
754,260,1114,3,3220.73,3.03
755,260,352,2,4412.69,28.67
756,260,1085,3,5437.36,9.64
757,260,515,1,3935.12,1.11
758,261,513,2,2434.65,26.21
759,261,1872,2,3496.53,26.88
760,261,668,1,6481.4,2.73
761,261,1927,3,3282.64,0.69
762,261,58,3,337.37,2.68
763,262,350,3,5548.59,8.85
764,263,602,4,3885.22,2.63
765,263,224,2,3120.9,9.65
766,263,1316,5,3679.93,29.35
767,264,1423,1,3256.59,15.26
768,264,969,1,1318.38,3.35
769,264,1962,5,3830.79,5.13
770,264,623,1,1009.72,16.19
771,264,997,5,2260.66,24.38
772,265,433,1,6204.42,10.37
773,265,1345,5,305.42,23.95
774,266,143,2,6948.04,3.93
775,266,285,1,7757.53,4.62
776,266,265,4,4536.93,2.98
777,266,1004,4,2206.54,0.83
778,267,1666,2,261.69,16.53
779,268,1416,1,2255.57,19.51
780,268,555,5,6498.49,17.89
781,268,507,2,7386.84,3.46
782,269,1046,5,3618.74,7.38
783,269,620,1,6937.66,20.33
784,269,1316,4,3556.08,0.63
785,269,1806,4,6203.06,10.25
786,269,630,2,1442.82,26.34
787,270,102,5,2923.99,10.11
788,271,1646,5,6172.98,14.99
789,272,1022,3,1143.65,23.17
790,272,1440,2,702.75,12.39
791,273,1236,5,7658.0,25.96
792,273,332,3,3022.6,7.33
793,274,655,2,4047.66,5.87
794,274,1146,3,5733.51,7.97
795,274,125,5,2761.07,15.71
796,274,606,3,5004.44,21.35
797,275,1586,1,5318.4,24.45
798,275,631,3,4608.46,14.99
799,276,960,2,1718.5,23.04
800,276,1636,2,2831.52,25.6
801,276,1942,2,1204.91,2.64
802,276,1317,5,5030.51,29.86
