product_id,product_name,category,brand,price,cost_price,stock_quantity
80,Harum Product,Beauty,Boat,3353.0,2327.99,226
81,Beatae Product,Home,Apple,5090.38,3879.66,319
82,Optio Product,Sports,Sony,7038.3,4054.91,409
83,Repellendus Product,Sports,Sony,3230.1,2420.38,67
84,Omnis Product,Sports,Boat,7054.8,3948.92,455
85,Vero Product,Home,Puma,4105.3,3406.12,111
86,Iste Product,Books,Boat,4013.61,2622.99,34
87,Laboriosam Product,Books,LG,2681.38,2377.34,197
88,Officia Product,Home,Puma,524.78,345.36,227
89,Ab Product,Electronics,Puma,2292.43,1753.56,101
90,Vel Product,Books,Sony,2139.23,1536.87,162
91,Voluptatem Product,Home,Samsung,4879.3,3216.32,282
92,Atque Product,Electronics,Apple,4738.83,3719.53,74
93,Soluta Product,Books,Puma,5649.49,3661.26,186
94,Recusandae Product,Fashion,LG,7693.24,4862.08,30
95,Possimus Product,Fashion,Apple,646.5,475.03,205
96,Natus Product,Home,Puma,4199.36,2611.9,226
97,Maiores Product,Beauty,Puma,2535.68,2063.62,379
98,Repellendus Product,Books,Apple,5668.17,3299.19,416
99,Officiis Product,Home,Adidas,1332.77,1039.05,365
100,Perferendis Product,Books,Adidas,5468.13,4014.88,399
101,Voluptas Product,Beauty,Nike,6053.16,4683.84,151
102,Quam Product,Books,Nike,2895.32,2557.66,357
103,Impedit Product,Fashion,Samsung,1650.97,1496.07,410
104,Nihil Product,Home,LG,2536.71,2130.19,316
105,Libero Product,Electronics,Adidas,6134.77,3972.27,125
106,Quo Product,Electronics,Puma,250.26,188.56,382
107,Esse Product,Sports,Boat,6025.44,3588.96,335
108,Sint Product,Books,Samsung,4461.66,3016.63,185
109,Tempora Product,Books,Nike,2374.7,1768.92,246
110,Qui Product,Sports,Nike,6212.12,4286.34,354
111,Amet Product,Beauty,Apple,2779.73,2011.3,333
112,Quisquam Product,Electronics,Adidas,4445.1,2484.04,392
113,Exercitationem Product,Home,Sony,6691.46,4925.86,241
114,Neque Product,Sports,Nike,3816.03,3405.06,329
115,Vero Product,Electronics,Puma,2555.93,1822.97,294
116,Eum Product,Books,Nike,6715.47,3745.85,203
117,A Product,Electronics,Boat,5211.24,3074.9,121
118,Molestias Product,Home,Nike,1336.87,1135.4,452
119,Ut Product,Beauty,Boat,1446.43,879.68,291
120,Totam Product,Books,Puma,3417.2,2101.73,173
121,Cupiditate Product,Beauty,Sony,5972.82,3875.45,267
122,Sed Product,Books,LG,3744.98,2724.57,397
123,Assumenda Product,Books,Nike,3982.9,2373.18,483
124,Fugiat Product,Electronics,Sony,6043.71,4379.38,400
125,Eius Product,Electronics,Boat,2897.33,2373.71,307
126,Harum Product,Books,Adidas,5880.89,3300.21,335
127,Dicta Product,Sports,Apple,304.56,242.3,316
128,Eius Product,Electronics,Sony,4014.09,2895.87,322
129,Voluptatibus Product,Books,Apple,1985.1,1324.71,497
130,Odit Product,Beauty,Boat,3101.55,1914.45,292
131,Nostrum Product,Fashion,LG,3218.16,2605.54,198
132,Consequatur Product,Books,Adidas,4617.57,3642.99,175
133,Eius Product,Electronics,Adidas,859.02,749.99,305
134,Reiciendis Product,Sports,LG,3000.54,2359.78,133
135,Recusandae Product,Sports,Apple,7131.14,4004.09,421
136,Corrupti Product,Fashion,Adidas,4075.06,3059.63,246
137,Ipsam Product,Beauty,Samsung,4179.69,3638.03,359
138,Nesciunt Product,Books,Boat,5832.06,3416.67,46
139,Asperiores Product,Beauty,Apple,6969.52,3936.91,376
140,Consequatur Product,Sports,Samsung,6064.82,3905.32,234
141,Quo Product,Home,Boat,3949.73,2455.96,434
142,Quo Product,Home,Boat,6764.42,4129.35,376
143,Blanditiis Product,Books,Boat,7154.35,4644.21,413
144,Corporis Product,Home,Apple,851.01,707.88,379
145,Illum Product,Home,Nike,1288.83,927.87,477
146,Fugit Product,Home,Apple,1856.28,1291.04,178
147,Quae Product,Beauty,LG,3738.87,3245.97,395
148,Blanditiis Product,Home,LG,1665.54,1299.17,179
149,Eos Product,Sports,Puma,6292.21,3958.13,314
150,Quasi Product,Sports,Puma,329.63,275.15,23
151,Suscipit Product,Home,Puma,1608.42,1183.01,167
152,Nam Product,Beauty,Puma,5726.51,4729.48,253
153,Repellendus Product,Fashion,Nike,5647.38,3594.09,85
154,Deserunt Product,Home,Adidas,5234.37,3076.5,24
155,Dolorum Product,Fashion,Samsung,6439.52,4269.5,142
156,Aut Product,Sports,Boat,2743.7,1884.39,254
157,Reiciendis Product,Home,Nike,3816.92,3130.45,310
158,Adipisci Product,Home,Boat,5646.71,4277.79,453
159,Quo Product,Sports,LG,7206.51,4637.8,99
160,Aliquam Product,Beauty,Apple,3375.97,2471.59,185
161,Molestias Product,Fashion,Puma,1495.44,1201.64,321
162,Aliquam Product,Beauty,Adidas,6464.99,3912.27,192
163,At Product,Beauty,Samsung,3812.51,2544.07,440
164,Officia Product,Sports,Adidas,6285.75,3756.66,389
165,Deserunt Product,Books,Apple,1709.57,1092.4,497
166,Libero Product,Sports,Apple,1966.73,1714.62,418
167,Consequuntur Product,Fashion,Adidas,560.18,374.28,141
168,Quos Product,Beauty,Adidas,4919.65,4006.62,126
169,Blanditiis Product,Electronics,Puma,4937.87,3479.22,292
170,Qui Product,Beauty,Apple,2364.88,1459.64,473
171,Eum Product,Electronics,Adidas,6633.21,4525.35,126
172,Laboriosam Product,Books,LG,2115.47,1295.31,60
173,Voluptatem Product,Home,Apple,4497.88,2730.97,110
174,Autem Product,Books,Adidas,3443.93,2443.67,61
175,Totam Product,Books,Puma,3448.38,2757.61,301
176,Accusamus Product,Electronics,LG,205.99,147.05,408
177,Sequi Product,Beauty,LG,4913.12,3248.87,10
178,At Product,Home,LG,1847.0,1333.56,333
179,Voluptatum Product,Sports,Puma,1404.19,965.01,497
180,Quidem Product,Sports,Adidas,4191.31,3261.87,184
181,Nostrum Product,Home,LG,2163.06,1448.91,67
182,Impedit Product,Books,Samsung,8613.34,4888.42,173
183,Assumenda Product,Books,Nike,6522.3,4477.5,101
184,Soluta Product,Home,Apple,590.75,421.24,483
185,Totam Product,Beauty,Nike,5792.81,4323.95,109
186,Dolorem Product,Fashion,Puma,6398.86,3916.08,266
187,Rerum Product,Books,Apple,2612.47,1596.38,360
188,Mollitia Product,Sports,Nike,2397.33,1570.3,175
189,Distinctio Product,Fashion,Nike,1417.68,866.3,322
190,Earum Product,Sports,LG,4444.33,3346.69,344
191,Ea Product,Beauty,Puma,4198.66,3016.63,127
192,Nemo Product,Home,Sony,6681.24,4670.93,84
193,Vel Product,Beauty,Sony,2574.78,1600.54,240
194,Maxime Product,Books,Samsung,2404.75,1609.28,400
195,Consequatur Product,Books,Sony,5358.73,4705.94,340
196,Blanditiis Product,Home,Samsung,7212.53,4046.32,429
197,Ullam Product,Beauty,Puma,4424.96,3551.26,160
198,Exercitationem Product,Books,Boat,4666.73,4179.5,176
199,Tenetur Product,Fashion,LG,4584.32,2834.53,448
200,Nisi Product,Fashion,Sony,1661.81,1442.42,380
201,Quasi Product,Books,Samsung,3932.69,2450.45,409
202,Tempora Product,Beauty,LG,5268.08,3331.15,137
203,Vitae Product,Books,Samsung,2245.42,1472.7,61
204,Perspiciatis Product,Sports,Sony,502.4,374.96,234
205,Vero Product,Fashion,Apple,5447.75,4625.67,176
206,Eos Product,Fashion,Nike,7883.24,4888.18,311
207,Iusto Product,Electronics,LG,1939.84,1564.39,135
208,Voluptate Product,Beauty,Puma,2529.97,1706.43,295
209,Dignissimos Product,Electronics,Nike,3523.43,2702.03,405
210,Blanditiis Product,Beauty,Sony,6620.14,3872.54,500
211,Atque Product,Books,Adidas,7422.85,4281.82,104
212,Vel Product,Home,Sony,2108.46,1674.21,111
213,Sit Product,Home,Samsung,5448.44,3420.58,81
214,Natus Product,Books,LG,949.12,684.03,418
215,Et Product,Sports,Sony,492.92,335.35,18
216,Pariatur Product,Sports,Sony,5160.86,2872.0,414
217,Laborum Product,Home,Apple,3556.34,2740.17,386
218,Nostrum Product,Sports,Apple,547.56,470.21,282
219,Commodi Product,Electronics,LG,1277.46,875.3,322
220,Pariatur Product,Electronics,Boat,4053.49,3285.85,428
221,Molestiae Product,Beauty,Nike,2062.46,1456.64,343
222,Maiores Product,Sports,Sony,2109.63,1719.1,242
223,Reprehenderit Product,Books,Samsung,4256.48,2685.8,215
224,Inventore Product,Books,Samsung,3220.81,2916.22,14
225,Nesciunt Product,Home,Adidas,1683.88,1203.63,309
226,Nam Product,Books,Adidas,4524.32,3405.24,404
227,Quae Product,Beauty,Nike,7210.29,4125.47,106
228,Atque Product,Fashion,Apple,4837.42,3887.66,23
229,Eveniet Product,Electronics,Nike,4779.35,2713.77,286
230,Rerum Product,Home,Adidas,2076.18,1807.75,346
231,Ea Product,Books,Puma,1473.64,1123.16,129
232,Veniam Product,Home,Samsung,5869.53,4687.88,80
233,Quisquam Product,Electronics,Boat,7749.45,4400.42,23
234,Necessitatibus Product,Beauty,Adidas,3687.83,2275.37,204
235,Eius Product,Fashion,Adidas,479.99,341.15,404
236,Ducimus Product,Electronics,Nike,3280.96,1964.47,269
237,Ratione Product,Electronics,Nike,7352.91,4575.09,397
238,Reprehenderit Product,Beauty,Sony,1982.22,1127.23,393
239,Nesciunt Product,Fashion,Apple,6921.31,4977.25,419
240,Voluptatem Product,Sports,Apple,3706.77,2583.86,493
241,Sequi Product,Books,Boat,2584.86,2339.07,449
242,Modi Product,Home,Apple,798.27,590.32,232
243,Omnis Product,Fashion,Apple,7369.73,4735.11,343
244,Accusantium Product,Books,Samsung,4466.41,3253.55,497
245,Consectetur Product,Home,Samsung,7771.42,4824.75,82
246,Aliquid Product,Electronics,Nike,5205.49,4252.33,275
247,Quis Product,Electronics,Samsung,1369.54,863.22,315
248,Qui Product,Beauty,Puma,6879.79,4031.66,200
249,Voluptates Product,Books,Nike,5240.07,3126.02,99
250,Ipsa Product,Beauty,Nike,8324.23,4687.83,196
251,Distinctio Product,Fashion,Samsung,5185.73,4407.48,264
252,Quas Product,Home,Puma,1520.79,1099.98,328
253,Earum Product,Home,Samsung,2758.01,1673.26,465
254,Neque Product,Fashion,Boat,3883.53,2405.46,33
255,Odio Product,Beauty,Nike,4482.08,2743.43,90
256,Odit Product,Fashion,Apple,793.75,590.56,224
257,Voluptatibus Product,Books,LG,5825.24,4942.14,222
258,Aperiam Product,Fashion,Samsung,6338.3,4295.09,169
259,Vero Product,Home,Nike,4209.34,2433.59,175
260,Ad Product,Sports,Apple,4496.5,3316.23,254
261,Animi Product,Sports,Adidas,4229.18,2514.73,74
262,Ullam Product,Fashion,Adidas,1398.81,1174.62,347
263,Veniam Product,Books,Puma,586.36,502.73,464
264,Dolore Product,Home,Nike,3969.32,3113.57,383
265,Quibusdam Product,Books,Puma,4430.24,3330.91,399
266,Et Product,Home,Nike,5993.27,4507.71,306
267,Repudiandae Product,Beauty,Boat,6287.7,3708.41,333
268,Incidunt Product,Fashion,Samsung,415.27,335.29,83
269,Consequuntur Product,Fashion,Nike,5407.57,3209.69,213
270,Sequi Product,Books,Sony,2521.39,1680.41,106
271,Cum Product,Sports,Boat,5317.77,3180.69,241
272,In Product,Home,LG,7035.47,4964.22,70
273,Esse Product,Sports,Sony,5846.07,3750.31,182
274,Impedit Product,Home,LG,6132.14,4983.76,405
275,Harum Product,Beauty,Sony,4363.71,2789.61,400
276,Molestiae Product,Home,Boat,3024.6,2643.46,338
277,Iusto Product,Electronics,Adidas,332.38,224.53,244
278,Earum Product,Beauty,Puma,4934.99,4167.38,74
279,Odit Product,Books,Apple,5758.3,4379.2,453
280,Magni Product,Sports,Adidas,5968.76,4861.23,82
281,Possimus Product,Electronics,Adidas,5292.42,4216.06,385
282,Nesciunt Product,Fashion,Samsung,5502.46,3748.52,419
283,Voluptatum Product,Beauty,Nike,4008.0,2712.47,201
284,Debitis Product,Beauty,Adidas,1383.77,877.87,441
285,Odio Product,Sports,Boat,7462.16,4660.18,449
286,Incidunt Product,Books,Puma,1237.18,1090.76,209
287,Ab Product,Books,LG,8037.98,4514.69,174
288,Officia Product,Electronics,Apple,1347.37,766.99,138
289,Atque Product,Fashion,Apple,5598.0,3570.87,40
290,A Product,Books,Nike,4553.6,3800.33,401
291,Harum Product,Fashion,Boat,8673.73,4863.27,412
292,Corporis Product,Sports,Adidas,1227.88,881.27,137
293,Tenetur Product,Home,Nike,4813.81,4188.21,467
294,Tempore Product,Sports,Nike,3324.22,2067.06,115
295,Impedit Product,Home,Samsung,3569.22,2272.57,336
296,Tenetur Product,Electronics,LG,889.17,674.73,128
297,Ullam Product,Electronics,LG,4367.5,3336.07,88
298,Voluptatum Product,Beauty,Sony,794.4,444.97,458
299,Laborum Product,Books,Puma,2567.86,1433.3,67
300,Fugit Product,Fashion,LG,4434.61,3171.8,398
301,Eligendi Product,Electronics,Sony,2237.71,1526.42,133
302,Assumenda Product,Beauty,Boat,6825.1,4359.87,225
303,Minus Product,Home,Puma,443.16,377.6,473
304,Reprehenderit Product,Books,Puma,1940.43,1333.19,192
305,Eum Product,Books,Adidas,593.78,507.16,309
306,Possimus Product,Beauty,Puma,3822.82,2525.38,63
307,Recusandae Product,Books,Boat,8369.72,4986.78,320
308,Omnis Product,Books,Samsung,4618.99,2642.94,318
309,Ducimus Product,Beauty,Apple,1059.63,628.21,304
310,Dignissimos Product,Fashion,Sony,1003.98,565.08,307
311,Eius Product,Books,Boat,5883.72,3395.79,377
312,Assumenda Product,Books,LG,5032.81,3747.12,303
313,Voluptatibus Product,Books,Boat,4876.8,4330.72,352
314,Molestias Product,Fashion,Samsung,5692.59,4549.6,332
315,Reprehenderit Product,Books,Samsung,5536.16,4735.15,383
316,In Product,Home,Sony,4028.97,2337.45,190
317,Corporis Product,Books,Samsung,6205.51,4870.54,176
318,Laboriosam Product,Home,Nike,4206.55,2345.2,117
319,Numquam Product,Beauty,Sony,4834.71,2836.54,389
320,Dolorem Product,Fashion,LG,2777.29,2066.47,448
321,Commodi Product,Sports,Adidas,720.87,535.46,172
322,Consequuntur Product,Beauty,Apple,4871.62,4160.55,337
323,Deleniti Product,Beauty,Nike,3208.26,2089.72,397
324,Rerum Product,Beauty,LG,2538.69,1975.21,189
325,Necessitatibus Product,Home,Nike,2463.11,1751.31,96
326,Quos Product,Sports,Puma,1980.89,1681.52,475
327,Ipsa Product,Home,Nike,3997.98,2579.98,213
328,Ad Product,Electronics,Apple,3609.96,3130.51,374
329,Eveniet Product,Books,Puma,5193.06,3030.05,84
330,Commodi Product,Books,Nike,5314.29,3607.85,481
331,Nesciunt Product,Beauty,Puma,3362.17,1987.68,324
332,Consectetur Product,Fashion,LG,3349.39,2893.52,432
333,Dolorum Product,Beauty,Puma,444.77,299.79,23
334,Fugiat Product,Fashion,Adidas,4246.93,2523.02,458
335,Rem Product,Fashion,Nike,1874.45,1206.58,16
336,Modi Product,Sports,LG,2759.2,1554.29,439
337,Perferendis Product,Sports,Adidas,3352.47,2250.85,221
338,Non Product,Books,Boat,1480.09,1011.68,392
339,Necessitatibus Product,Home,Puma,2289.88,1381.31,230
340,Eveniet Product,Fashion,Sony,3311.5,1914.12,286
341,Laudantium Product,Fashion,Sony,3275.13,1849.66,450
342,Expedita Product,Sports,Nike,6612.72,4154.49,59
343,Fugit Product,Sports,LG,8091.33,4906.95,284
344,Delectus Product,Sports,Adidas,2724.2,1636.08,378
345,Necessitatibus Product,Sports,Adidas,2875.65,1806.88,248
346,Excepturi Product,Books,LG,2391.49,1418.75,264
347,Sunt Product,Fashion,Samsung,3431.44,2996.21,296
348,Assumenda Product,Home,LG,3573.04,2297.49,454
349,Iusto Product,Home,Apple,4075.97,3560.91,498
350,Dolorum Product,Beauty,Samsung,5429.44,3622.46,375
351,Labore Product,Fashion,Boat,4245.28,3028.92,120
352,Qui Product,Beauty,Puma,4402.09,3342.82,179
353,Neque Product,Sports,Boat,2056.31,1239.57,83
354,Quibusdam Product,Sports,Sony,6885.28,3854.87,451
355,Nisi Product,Beauty,Sony,203.36,133.2,310
356,Voluptatibus Product,Sports,Apple,1224.73,686.45,281
357,Sed Product,Fashion,Adidas,2579.95,2127.19,317
358,Consectetur Product,Fashion,Samsung,6975.98,3891.3,342
359,Totam Product,Home,Apple,7488.82,4651.25,58
360,Hic Product,Beauty,Boat,7112.71,4736.12,422
361,Assumenda Product,Fashion,Sony,3329.14,2097.11,103
362,Est Product,Beauty,Boat,768.34,569.73,460
363,Doloribus Product,Home,Boat,1553.14,1334.87,112
364,Velit Product,Beauty,Apple,2166.8,1210.54,183
365,Repudiandae Product,Home,Samsung,2697.08,2313.46,460
366,Quia Product,Electronics,Sony,5487.66,3070.18,58
367,Nam Product,Sports,Samsung,1642.69,925.71,12
368,Exercitationem Product,Sports,Sony,2236.57,1701.61,449
369,Nisi Product,Beauty,LG,537.11,440.01,103
370,Facilis Product,Electronics,Nike,4854.42,2722.55,317
371,Expedita Product,Books,Nike,2366.22,1933.42,269
372,Molestiae Product,Electronics,Samsung,1387.77,829.36,488
373,Vel Product,Electronics,Puma,4841.22,2734.19,488
374,Possimus Product,Fashion,Nike,2054.16,1528.01,470
375,Eaque Product,Fashion,Sony,727.1,588.64,490
376,Harum Product,Books,LG,3633.67,2327.87,493
377,Voluptates Product,Home,Adidas,997.44,670.27,197
378,Voluptatem Product,Books,Adidas,1405.0,792.77,416
379,Voluptatibus Product,Books,Apple,2811.05,2080.99,444
380,Tempore Product,Home,Boat,4141.48,2647.23,397
381,Voluptatum Product,Home,Nike,3445.63,2777.27,239
382,Esse Product,Beauty,Boat,5013.12,3841.26,216
383,Dolore Product,Electronics,LG,2584.13,2232.18,63
384,Ad Product,Books,Puma,2410.72,1675.42,264
385,Dicta Product,Beauty,Samsung,8135.64,4962.21,280
386,Esse Product,Electronics,Puma,5139.89,4173.16,466
387,Iste Product,Sports,Nike,5153.55,2978.6,338
388,Amet Product,Electronics,Samsung,1855.54,1636.9,165
389,Accusantium Product,Sports,Samsung,2673.65,1986.02,431
390,Voluptatibus Product,Beauty,Nike,7093.58,4144.43,270
391,Fugiat Product,Fashion,Apple,3047.0,1917.04,244
392,Et Product,Beauty,Sony,8200.41,4754.83,47
393,At Product,Sports,Samsung,5206.31,3598.77,33
394,Expedita Product,Beauty,Apple,5746.09,4618.22,483
395,Corrupti Product,Beauty,Sony,2639.75,1523.16,100
396,Laborum Product,Home,Boat,8286.78,4936.72,32
397,Veniam Product,Sports,Puma,1312.6,864.05,461
398,Aut Product,Beauty,Puma,7280.3,4618.67,114
399,Ab Product,Home,Boat,7330.91,4707.34,363
400,Cum Product,Books,Puma,251.66,150.11,441
401,Sit Product,Books,Puma,7548.21,4515.27,317
402,Veritatis Product,Electronics,LG,239.47,151.11,75
403,Consequatur Product,Beauty,Apple,4206.02,3348.52,69
404,Tempore Product,Electronics,Nike,1453.27,878.73,284
405,Earum Product,Home,Boat,3000.07,1704.15,155
406,In Product,Sports,Puma,3544.04,2727.67,65
407,Ipsam Product,Fashion,Apple,5270.16,3828.85,294
408,Dolores Product,Sports,Samsung,5269.4,4247.63,250
409,Ut Product,Electronics,Boat,2881.61,2446.22,104
410,Delectus Product,Electronics,Adidas,808.11,509.68,233
411,Minus Product,Fashion,LG,4381.89,3115.07,315
412,Culpa Product,Sports,Adidas,6050.73,3868.72,403
413,Assumenda Product,Sports,Samsung,1495.94,1131.11,495
414,Mollitia Product,Home,Nike,1443.47,848.28,189
415,Debitis Product,Electronics,Boat,4092.25,2363.97,204
416,Doloribus Product,Electronics,Adidas,1108.86,850.18,104
417,Eos Product,Beauty,LG,4236.81,3173.35,22
418,Reiciendis Product,Fashion,Puma,5018.73,4369.55,295
419,Fugiat Product,Home,Samsung,1318.94,889.38,67
420,A Product,Sports,Samsung,4792.37,3455.34,326
421,Labore Product,Home,Sony,5833.46,3630.36,29
422,Aperiam Product,Fashion,Samsung,941.74,803.08,205
423,Illum Product,Books,Apple,133.21,116.76,448
424,Rem Product,Sports,Apple,1847.98,1200.14,20
425,Architecto Product,Sports,Boat,5698.23,3279.43,154
426,Amet Product,Beauty,Adidas,4742.05,3459.49,359
427,Consequatur Product,Beauty,LG,3192.37,2503.76,255
428,Nostrum Product,Sports,Sony,5559.37,4605.19,124
429,Atque Product,Fashion,Boat,1248.52,807.6,141
430,Quasi Product,Electronics,Boat,6002.86,4421.49,422
431,Reprehenderit Product,Books,Adidas,1772.98,1569.3,215
432,Impedit Product,Fashion,Boat,1096.4,712.62,225
433,Molestias Product,Books,LG,6300.91,4429.75,497
434,Error Product,Home,Boat,2713.55,2003.37,78
435,Optio Product,Fashion,Adidas,4533.91,3644.21,301
436,Necessitatibus Product,Beauty,Sony,1803.18,1053.55,470
437,Expedita Product,Books,Sony,4038.71,2370.54,339
438,Reprehenderit Product,Books,Apple,2205.21,1603.81,287
439,Asperiores Product,Sports,Boat,4318.45,3295.96,36
440,Totam Product,Fashion,Boat,1439.43,1077.11,489
441,Deserunt Product,Books,Samsung,3232.01,2635.75,365
442,Consequatur Product,Fashion,Puma,1664.29,1111.62,391
443,Dolor Product,Beauty,Boat,5628.29,3435.09,304
444,Commodi Product,Books,Sony,4868.55,3931.11,249
445,Quaerat Product,Books,Sony,2108.34,1303.92,322
446,Sequi Product,Beauty,Samsung,7141.44,4671.8,356
447,Numquam Product,Electronics,Samsung,659.52,575.62,481
448,Repellendus Product,Electronics,Sony,4917.23,4325.02,486
449,Hic Product,Fashion,Adidas,5612.87,4518.84,167
450,Expedita Product,Home,LG,5713.2,4219.32,253
451,Unde Product,Home,Apple,2150.94,1759.24,420
452,Porro Product,Fashion,Nike,4937.75,2853.25,222
453,Ullam Product,Books,Nike,1181.9,680.36,297
454,Magni Product,Home,Adidas,4009.45,2806.37,68
455,Esse Product,Books,Apple,4032.45,3352.96,396
456,Error Product,Books,Boat,502.75,292.95,254
457,Omnis Product,Beauty,Sony,1041.83,935.24,486
458,Quos Product,Books,Samsung,3391.65,2260.59,261
459,Doloribus Product,Home,Apple,7092.13,4738.36,463
460,Neque Product,Sports,Puma,2341.44,1912.84,356
461,Sint Product,Beauty,Adidas,2443.88,2028.72,334
462,Dolorem Product,Electronics,Sony,2670.91,1671.42,318
463,Sapiente Product,Sports,Boat,7115.2,4919.5,96
464,Dolores Product,Sports,Puma,2412.78,1889.56,276
465,Cupiditate Product,Home,Nike,5058.42,4530.97,36
466,Laborum Product,Home,LG,5219.71,3282.09,231
467,Perspiciatis Product,Beauty,LG,2264.18,1753.84,347
468,Amet Product,Fashion,Samsung,732.84,493.2,386
469,Iste Product,Fashion,LG,3818.8,2910.9,204
470,Tenetur Product,Home,Boat,3178.4,2003.15,181
471,Quos Product,Books,Boat,2767.78,1897.29,372
472,Enim Product,Beauty,Puma,3126.58,1776.43,292
473,Labore Product,Electronics,LG,1355.82,1045.23,480
474,Fuga Product,Home,Apple,5643.49,3391.86,21
475,Itaque Product,Electronics,Adidas,6778.43,4072.7,48
476,Commodi Product,Sports,Adidas,1108.62,967.83,408
477,Necessitatibus Product,Beauty,Samsung,608.9,528.2,387
478,Corrupti Product,Sports,Apple,6929.13,4054.23,89
479,Hic Product,Books,Sony,5248.82,2955.5,412
480,Rerum Product,Electronics,Nike,5134.0,3358.2,112
